Round,Drawing date,First place winners,Second place winners,Third place winners,Fourth place winners,Fifth place winners,1,2,3,4,5,6,Bonus,Total purchased money,Total purchased tickets,Expected First Winner,Expected Second Winner,Expected Third Winner,Expected Fourth Winner,Expected Fifth Winner
369,2009.12.26,6,31,1157,59383,987272,17,20,35,36,41,43,21,46716275000,46716275,5.73553479,34.41320874,1307.700006,63732.9809,1038139.444
370,2010.01.02,7,32,1168,60549,1058734,16,18,24,42,44,45,17,49762652000,49762652,6.109550083,36.6573005,1392.975367,67889.02046,1105836.711
371,2010.01.09,7,29,1201,62102,1028012,7,9,15,26,27,42,18,45843166000,45843166,5.628339877,33.77003926,1283.259601,62541.83629,1018737.022
372,2010.01.16,9,37,1368,62564,1038927,8,11,14,16,18,21,13,46167066000,46167066,5.668106312,34.00863787,1292.326335,62983.71896,1025934.8
373,2010.01.23,4,29,1117,57659,987105,15,26,37,42,43,45,9,47095065000,47095065,5.78204028,34.69224168,1318.303242,64249.74761,1046557
374,2010.01.30,2,27,1398,69786,1122320,11,13,15,17,25,34,26,48081319000,48081319,5.903126435,35.41875861,1345.910844,65595.25102,1068473.756
375,2010.02.06,7,42,1279,64951,1096831,4,8,19,25,27,45,7,47864938000,47864938,5.876560516,35.2593631,1339.853824,65300.05184,1063665.289
376,2010.02.13,6,51,1411,69450,1151878,1,11,13,24,28,40,7,50657096000,50657096,6.219364375,37.31618625,1418.012988,69109.27149,1125713.244
377,2010.02.20,3,22,1198,58733,1009758,6,22,29,37,43,45,23,49218434000,49218434,6.042734369,36.25640621,1377.741406,67146.56753,1093742.978
378,2010.02.27,5,30,1124,59742,1023866,5,22,29,31,34,39,43,48866964000,48866964,5.99958306,35.99749836,1367.902922,66667.07231,1085932.533
379,2010.03.06,7,71,1342,62084,1022769,6,10,22,31,35,40,19,47537685000,47537685,5.836382421,35.01829452,1330.693231,64853.59482,1056393
380,2010.03.13,4,42,1464,77583,1137404,1,2,8,17,26,37,27,47164371000,47164371,5.790549241,34.74329545,1320.243282,64344.29877,1048097.133
381,2010.03.20,19,62,1981,82120,1211298,1,5,10,12,16,20,11,47943113000,47943113,5.886158359,35.31695015,1342.042129,65406.70259,1065402.511
382,2010.03.27,6,32,1212,62267,1046779,10,15,22,24,27,42,19,47401288000,47401288,5.819636442,34.91781865,1326.875154,64667.51432,1053361.956
383,2010.04.03,3,28,1251,60525,1010183,4,15,28,33,37,40,25,46067051000,46067051,5.65582709,33.93496254,1289.526677,62847.27285,1023712.244
384,2010.04.10,3,41,1215,62090,1030160,11,22,24,32,36,38,7,46888942000,46888942,5.756733775,34.54040265,1312.533367,63968.54297,1041976.489
385,2010.04.17,7,36,1235,62096,1026272,7,12,19,21,29,32,9,46243483000,46243483,5.677488318,34.06492991,1294.465429,63087.97135,1027632.956
386,2010.04.24,10,59,1683,72203,1114222,4,7,10,19,31,40,26,45907331000,45907331,5.636217658,33.81730595,1285.055733,62629.37381,1020162.911
387,2010.05.01,4,26,1177,58115,978618,1,26,31,34,40,43,20,45459960000,45459960,5.581292219,33.48775331,1272.532751,62019.04502,1010221.333
388,2010.05.08,4,30,1269,61475,1036812,1,8,9,17,29,32,45,44308705000,44308705,5.439948263,32.63968958,1240.306377,60448.43793,984637.8889
389,2010.05.15,5,36,1253,60800,1021691,7,16,18,20,23,26,3,45534027000,45534027,5.590385706,33.54231424,1274.606063,62120.09141,1011867.267
390,2010.05.22,1,37,1087,55834,960968,16,17,28,37,39,40,15,44189673000,44189673,5.425334252,32.55200551,1236.974387,60286.04775,981992.7333
391,2010.05.29,1,32,1337,60803,1013235,10,11,18,22,28,39,30,45161516000,45161516,5.544651114,33.26790668,1264.178591,61611.89086,1003589.244
392,2010.06.05,6,30,1504,73927,1125811,1,3,7,8,24,42,43,45528684000,45528684,5.589729726,33.53837835,1274.4565,62112.80218,1011748.533
393,2010.06.12,8,35,1072,55951,966901,9,16,28,40,41,43,21,45989116000,45989116,5.646258714,33.87755228,1287.34509,62740.94952,1021980.356
394,2010.06.19,1,33,1204,56300,967784,1,13,20,22,25,28,15,45192337000,45192337,5.548435125,33.29061075,1265.041345,61653.93861,1004274.156
395,2010.06.26,7,42,1420,64267,1038443,11,15,20,26,31,35,7,46192580000,46192580,5.671238763,34.02743258,1293.040533,63018.5266,1026501.778
396,2010.07.03,2,34,1202,61586,1015292,18,20,31,34,40,45,30,45463736000,45463736,5.581755813,33.49053488,1272.63845,62024.19645,1010305.244
397,2010.07.10,3,31,1366,66958,1089481,12,13,17,22,25,33,8,45890007000,45890007,5.634090725,33.80454435,1284.570793,62605.73943,1019777.933
398,2010.07.17,4,31,1112,57405,968563,10,15,20,23,42,44,7,45427304000,45427304,5.577282917,33.4636975,1271.618632,61974.49386,1009495.644
399,2010.07.24,8,40,1462,76998,1150232,1,2,9,17,19,42,20,45551786000,45551786,5.592566046,33.55539628,1275.10318,62144.31924,1012261.911
400,2010.07.31,4,30,1254,59141,978194,9,21,27,34,41,43,2,45379731000,45379731,5.571442199,33.4286532,1270.28695,61909.59209,1008438.467
401,2010.08.07,9,29,1355,59599,949491,6,12,18,31,38,43,9,43491965000,43491965,5.339673986,32.03804392,1217.443875,59334.19509,966488.1111
402,2010.08.14,4,41,1271,62656,1034048,5,9,15,19,22,36,32,45002946000,45002946,5.525182872,33.15109723,1259.739839,61395.56071,1000065.467
403,2010.08.21,5,43,1321,63122,1030051,10,14,22,24,28,37,26,44911335000,44911335,5.513935441,33.08361264,1257.175428,61270.57981,998029.6667
404,2010.08.28,3,26,1273,63559,1050065,5,20,21,24,33,40,36,45389825000,45389825,5.572681478,33.43608887,1270.569505,61923.36289,1008662.778
405,2010.09.04,3,35,1283,63080,1056188,1,2,10,25,26,44,4,45220904000,45220904,5.551942404,33.31165443,1265.841003,61692.91132,1004908.978
406,2010.09.11,5,33,1442,66604,1065324,7,12,21,24,27,36,45,46062206000,46062206,5.655232251,33.93139351,1289.391054,62840.66303,1023604.578
407,2010.09.18,7,27,1268,65481,1108695,6,7,13,16,24,25,1,48429586000,48429586,5.945884499,35.675307,1355.659669,66070.37653,1076213.022
408,2010.09.25,5,33,1244,62101,1039160,9,20,21,22,30,37,16,46406711000,46406711,5.697528441,34.18517064,1299.034571,63310.65621,1031260.244
409,2010.10.02,4,36,1320,64123,1061106,6,9,21,31,32,40,38,47924584000,47924584,5.883883483,35.3033009,1341.523458,65381.42428,1064990.756
410,2010.10.09,9,37,1303,65942,1088956,1,3,18,32,40,41,16,47467817000,47467817,5.827804461,34.96682676,1328.737459,64758.27694,1054840.378
411,2010.10.16,12,36,1318,63403,1041554,11,14,22,35,37,39,5,47259122000,47259122,5.802182182,34.81309309,1322.895588,64473.56344,1050202.711
412,2010.10.23,7,34,1223,59882,1016225,4,7,39,41,42,45,40,47066180000,47066180,5.778493958,34.67096375,1317.494681,64210.34106,1045915.111
413,2010.10.30,4,36,1256,62797,1062284,2,9,15,23,34,40,3,46925724000,46925724,5.761249641,34.56749785,1313.562983,64018.72306,1042793.867
414,2010.11.06,1,35,1220,58726,982817,2,14,15,22,23,44,43,46910990000,46910990,5.759440692,34.55664415,1313.150543,63998.6221,1042466.444
415,2010.11.13,8,35,1587,71409,1114259,7,17,20,26,30,40,24,46746048000,46746048,5.739190135,34.43514081,1308.533423,63773.59891,1038801.067
416,2010.11.20,10,32,1501,70470,1122015,5,6,8,11,22,26,44,46854806000,46854806,5.752542768,34.51525661,1311.577819,63921.97271,1041217.911
417,2010.11.27,4,34,1181,58879,1001817,4,5,14,20,22,43,44,45968256000,45968256,5.643697652,33.86218591,1286.761169,62712.49113,1021516.8
418,2010.12.04,8,46,1316,61748,1025606,11,13,15,26,28,34,31,47058055000,47058055,5.777496421,34.66497853,1317.267243,64199.25648,1045734.556
419,2010.12.11,3,33,1194,60100,1012637,2,11,13,14,28,30,7,46508296000,46508296,5.710000417,34.2600025,1301.878177,63449.2442,1033517.689
420,2010.12.18,8,35,1187,62929,1065564,4,9,10,29,31,34,27,47345476000,47345476,5.812784191,34.87670514,1325.312843,64591.37244,1052121.689
421,2010.12.25,5,36,1203,62947,1050873,6,11,26,27,28,44,30,47752021000,47752021,5.862697267,35.1761836,1336.693008,65146.00409,1061156.022
422,2011.01.01,6,21,1293,64044,1104218,8,15,19,21,34,44,12,52730602000,52730602,6.473936595,38.84361957,1476.055369,71938.06548,1171791.156
423,2011.01.08,3,47,1432,69948,1150428,1,17,27,28,29,40,5,49668311000,49668311,6.09796748,36.58780488,1390.334537,67760.31514,1103740.244
424,2011.01.15,10,51,1686,75456,1159669,10,11,26,31,34,44,30,48728445000,48728445,5.982576556,35.89545933,1364.025445,66478.09686,1082854.333
425,2011.01.22,8,41,1297,66071,1110949,8,10,14,27,33,38,3,50459694000,50459694,6.195128581,37.17077149,1412.487235,68839.96453,1121326.533
426,2011.01.29,4,63,1463,71102,1174590,4,17,18,27,39,43,19,51466592000,51466592,6.318749279,37.91249567,1440.672713,70213.63165,1143702.044
427,2011.02.05,1,33,1415,71400,1184720,6,7,15,24,28,30,21,52511055000,52511055,6.446981974,38.68189185,1469.909725,71638.54707,1166912.333
428,2011.02.12,9,30,1568,76003,1258031,12,16,19,22,37,40,8,54685007000,54685007,6.713886331,40.28331799,1530.763828,74604.37517,1215222.378
429,2011.02.19,9,37,1389,68256,1150652,3,23,28,34,39,42,16,53993833000,53993833,6.62902827,39.77416962,1511.416219,73661.43656,1199862.956
430,2011.02.26,8,45,1449,70039,1180669,1,3,16,18,30,34,44,53194872000,53194872,6.530936789,39.18562073,1489.051394,72571.44884,1182108.267
431,2011.03.05,10,43,1337,66865,1115054,18,22,25,31,38,45,6,51661947000,51661947,6.342733755,38.05640253,1446.141166,70480.14598,1148043.267
432,2011.03.12,5,48,1747,83754,1331414,2,3,5,11,27,39,33,52348574000,52348574,6.427033564,38.56220138,1465.361494,71416.88131,1163301.644
433,2011.03.19,11,41,1278,65906,1112537,19,23,29,33,35,43,27,52396606000,52396606,6.432930635,38.59758381,1466.706024,71482.40928,1164369.022
434,2011.03.26,8,37,1867,78263,1217852,3,13,20,24,33,37,35,51579439000,51579439,6.332603934,37.9956236,1443.83157,70367.5839,1146209.756
435,2011.04.02,10,31,1426,67838,1122280,8,16,26,30,38,45,42,52341267000,52341267,6.426136456,38.55681873,1465.156953,71406.91269,1163139.267
436,2011.04.09,8,44,1425,70742,1153313,9,14,20,22,33,34,28,50869017000,50869017,6.245382723,37.47229634,1423.945163,69398.38608,1130422.6
437,2011.04.16,6,33,1286,64531,1080539,11,16,29,38,41,44,21,50798417000,50798417,6.236714892,37.42028935,1421.9689,69302.06958,1128853.711
438,2011.04.23,9,41,1303,65010,1081763,6,12,20,26,29,38,45,50370042000,50370042,6.184121664,37.10472998,1409.977662,68717.65621,1119334.267
439,2011.04.30,6,33,1437,75335,1174597,17,20,30,31,37,40,25,49680708000,49680708,6.099489507,36.59693704,1390.681559,67777.22783,1104015.733
440,2011.05.07,6,41,1495,68428,1103401,10,22,28,34,36,44,2,49810778000,49810778,6.115458695,36.69275217,1394.322528,67954.67667,1106906.178
441,2011.05.14,4,42,1127,60027,1045164,1,23,28,30,34,35,9,50272122000,50272122,6.172099653,37.03259792,1407.236648,68584.06821,1117158.267
442,2011.05.21,9,27,1271,63699,1092813,25,27,29,36,38,40,41,51219943000,51219943,6.288467243,37.73080346,1433.768419,69877.13915,1138220.956
443,2011.05.28,9,41,1668,74414,1193233,4,6,10,19,20,44,14,51236072000,51236072,6.290447461,37.74268477,1434.219908,69899.14325,1138579.378
444,2011.06.04,3,26,1270,65611,1087892,11,13,23,35,43,45,17,50673529000,50673529,6.221381917,37.3282915,1418.472987,69131.69031,1126078.422
445,2011.06.11,7,28,1183,61433,1046503,13,20,21,30,39,45,32,50053080000,50053080,6.145207033,36.8712422,1401.105139,68285.23874,1112290.667
446,2011.06.18,3,41,1375,68198,1136546,1,11,12,14,26,35,6,50595241000,50595241,6.211770202,37.27062121,1416.281519,69024.8854,1124338.689
447,2011.06.25,4,31,1721,84363,1276737,2,7,8,9,17,33,34,49555042000,49555042,6.084061014,36.50436608,1387.163867,67605.78718,1101223.156
448,2011.07.02,3,35,1422,72122,1191936,3,7,13,27,40,41,36,51341262000,51341262,6.303362038,37.82017223,1437.164427,70042.64939,1140916.933
449,2011.07.09,3,39,1295,65963,1114025,3,10,20,26,35,43,36,50214272000,50214272,6.164997188,36.98998313,1405.617288,68505.14598,1115872.711
450,2011.07.16,6,34,1349,67461,1113967,6,14,19,21,23,31,13,49732036000,49732036,6.10579124,36.63474744,1392.118352,67847.25239,1105156.356
451,2011.07.23,13,31,1612,74696,1181075,12,15,20,24,30,38,29,49861167000,49861167,6.121645144,36.72987087,1395.733037,68023.42019,1108025.933
452,2011.07.30,9,48,1298,66864,1112471,8,10,18,30,32,34,27,48456758000,48456758,5.949220509,35.69532305,1356.420278,66107.44611,1076816.844
453,2011.08.06,5,36,1412,69250,1096036,12,24,33,38,40,42,30,48055125000,48055125,5.899910498,35.39946299,1345.177612,65559.51569,1067891.667
454,2011.08.13,7,43,1397,74480,1090420,13,25,27,34,38,41,10,48389211000,48389211,5.940927507,35.64556504,1354.529476,66015.29468,1075315.8
455,2011.08.20,7,32,1448,69056,1133097,4,19,20,26,30,35,24,48769851000,48769851,5.987660128,35.92596077,1365.184498,66534.58527,1083774.467
456,2011.08.27,7,39,1616,75858,1199612,1,7,12,18,23,27,44,49420681000,49420681,6.067565003,36.40539002,1383.402782,67422.48431,1098237.356
457,2011.09.03,10,47,1506,72524,1149591,8,10,18,23,27,40,33,49679052000,49679052,6.099286193,36.59571716,1390.635203,67774.96862,1103978.933
458,2011.09.10,8,52,1433,72902,1216672,4,9,10,32,36,40,18,53778256000,53778256,6.602561062,39.61536637,1505.381704,73367.33424,1195072.356
459,2011.09.17,7,46,1532,73084,1167264,4,6,10,14,25,40,12,49890095000,49890095,6.125196745,36.75118047,1396.5428,68062.8854,1108668.778
460,2011.09.24,4,30,1307,66799,1130818,8,11,28,30,43,45,41,51917635000,51917635,6.374125544,38.24475326,1453.298483,70828.96999,1153725.222
461,2011.10.01,6,32,1717,75605,1188529,11,18,26,31,37,40,43,50624588000,50624588,6.215373245,37.29223947,1417.103012,69064.92224,1124990.844
462,2011.10.08,8,39,1394,67106,1096569,3,20,24,32,37,45,4,49325555000,49325555,6.055886022,36.33531613,1380.739979,67292.70805,1096123.444
463,2011.10.15,0,37,1254,62251,1060512,23,29,31,33,34,44,40,49205151000,49205151,6.041103565,36.24662139,1377.369583,67128.44611,1093447.8
464,2011.10.22,13,78,3145,159899,2682564,6,12,15,34,42,44,4,1.27E+11,126772274,15.56431432,93.38588592,3548.658437,172949.8963,2817161.644
465,2011.10.29,7,46,1733,83244,1356052,1,8,11,13,22,38,31,57793294000,57793294,7.09550255,42.5730153,1617.772198,78844.87585,1284295.422
466,2011.11.05,9,55,1746,83132,1327403,4,10,13,23,32,44,20,58314753000,58314753,7.159524055,42.95714433,1632.36908,79556.27967,1295883.4
467,2011.11.12,9,33,1811,88314,1410192,2,12,14,17,24,40,39,57383906000,57383906,7.045240428,42.27144257,1606.312451,78286.36562,1275197.911
468,2011.11.19,9,33,1457,70701,1187572,8,13,15,28,37,43,17,55598552000,55598552,6.826045726,40.95627436,1556.336133,75850.68486,1235523.378
469,2011.11.26,4,33,1277,65880,1125554,4,21,22,34,37,38,33,53364940000,53364940,6.551816684,39.3109001,1493.812003,72803.46521,1185887.556
470,2011.12.03,3,27,1390,71706,1207572,10,16,20,39,41,42,27,53912965000,53912965,6.619099798,39.71459879,1509.152531,73551.11187,1198065.889
471,2011.12.10,7,30,1219,63297,1096176,6,13,29,37,39,41,43,53492340000,53492340,6.567458067,39.4047484,1497.378233,72977.27149,1188718.667
472,2011.12.17,7,23,1352,68212,1132776,16,25,26,31,36,43,44,51929207000,51929207,6.375546282,38.25327769,1453.622411,70844.75716,1153982.378
473,2011.12.24,4,36,1313,67064,1148971,8,13,20,22,23,36,34,52867236000,52867236,6.490711671,38.94427002,1479.880081,72124.4693,1174827.467
474,2011.12.31,15,48,1738,81500,1336085,4,13,18,31,33,45,43,58978482000,58978482,7.241012589,43.44607554,1650.948438,80461.77626,1310632.933
475,2012.01.07,8,33,1486,75257,1238055,1,9,14,16,21,29,3,56043275000,56043275,6.88064606,41.28387636,1568.78499,76457.40109,1245406.111
476,2012.01.14,4,34,1294,68643,1203577,9,12,13,15,37,38,27,55591819000,55591819,6.82521909,40.95131454,1556.14766,75841.49932,1235373.756
477,2012.01.21,8,33,1474,73001,1256239,14,25,29,32,33,45,37,60801409000,60801409,7.464820271,44.78892163,1701.976514,82948.71623,1351142.422
478,2012.01.28,14,35,1285,67069,1141261,18,29,30,37,39,43,8,54975901000,54975901,6.749600494,40.49760296,1538.906645,75001.2292,1221686.689
479,2012.02.04,6,34,1389,71489,1197119,8,23,25,27,35,44,24,54848834000,54848834,6.733999995,40.40399997,1535.349737,74827.87722,1218862.978
480,2012.02.11,4,50,1983,96288,1382163,3,5,10,17,30,31,16,55415681000,55415681,6.803593958,40.82156375,1551.217137,75601.20191,1231459.578
481,2012.02.18,3,34,1294,66695,1185827,3,4,23,29,40,41,20,55642616000,55642616,6.831455631,40.98873378,1557.569589,75910.79945,1236502.578
482,2012.02.25,7,30,1639,78522,1292139,1,10,16,24,25,35,43,56201452000,56201452,6.900066052,41.40039631,1573.212742,76673.19509,1248921.156
483,2012.03.03,5,53,1886,83480,1300537,12,15,19,22,28,34,5,55582659000,55582659,6.824094482,40.94456689,1555.89125,75829.00273,1235170.2
484,2012.03.10,6,32,1343,70285,1197263,1,3,27,28,32,45,11,55885979000,55885979,6.861334232,41.16800539,1564.3819,76242.809,1241910.644
485,2012.03.17,9,33,1406,72785,1237898,17,22,26,27,36,39,20,55692878000,55692878,6.837626488,41.02575893,1558.976542,75979.36971,1237619.511
486,2012.03.24,13,29,1501,72658,1230904,1,2,23,25,38,40,43,54540823000,54540823,6.696184313,40.17710588,1526.727774,74407.67121,1212018.289
487,2012.03.31,8,46,1587,76639,1265088,4,8,25,27,37,41,21,55276503000,55276503,6.786506545,40.71903927,1547.321213,75411.32742,1228366.733
488,2012.04.07,10,33,1345,69224,1181353,2,8,17,30,31,38,25,54213092000,54213092,6.655947531,39.93568519,1517.553801,73960.56207,1204735.378
489,2012.04.14,6,52,1538,75822,1227452,2,4,8,15,20,27,11,53558490000,53558490,6.575579554,39.45347732,1499.229929,73067.51705,1190188.667
490,2012.04.21,7,29,1357,65961,1126965,2,7,26,29,40,43,42,52590121000,52590121,6.456689208,38.74013525,1472.122971,71746.41337,1168669.356
491,2012.04.28,4,31,1360,68290,1133544,8,17,35,36,39,42,4,53413874000,53413874,6.557824497,39.34694698,1495.181783,72870.22374,1186974.978
492,2012.05.05,5,40,1434,69327,1152057,22,27,31,35,37,40,42,51693454000,51693454,6.346601989,38.07961194,1447.023122,70523.1296,1148743.422
493,2012.05.12,9,27,1342,68608,1154415,20,22,26,33,36,37,25,53231838000,53231838,6.535475245,39.21285147,1490.086161,72621.87995,1182929.733
494,2012.05.19,12,40,1539,74174,1215736,5,7,8,15,30,43,22,53321589000,53321589,6.546494317,39.2789659,1492.598505,72744.32333,1184924.2
495,2012.05.26,6,44,1568,75762,1228344,4,13,22,27,34,44,6,53645960000,53645960,6.586318578,39.51791147,1501.678423,73186.84857,1192132.444
496,2012.06.02,4,46,1389,66873,1117856,4,13,20,29,36,41,39,52915804000,52915804,6.496674549,38.98004729,1481.239615,72190.72851,1175906.756
497,2012.06.09,6,30,1148,61101,1073640,19,20,23,24,43,44,13,52411585000,52411585,6.434769664,38.60861798,1467.125322,71502.84447,1164701.889
498,2012.06.16,4,35,1334,68471,1139612,13,14,24,32,39,41,3,52851253000,52851253,6.488749377,38.93249626,1479.432678,72102.66439,1174472.289
499,2012.06.23,3,46,1514,76797,1252409,5,20,23,27,35,40,43,52767632000,52767632,6.478482909,38.87089745,1477.091927,71988.5839,1172614.044
500,2012.06.30,9,68,1831,84979,1308863,3,4,12,20,24,34,41,54012267000,54012267,6.631291482,39.78774889,1511.93223,73686.58527,1200272.6
501,2012.07.07,4,61,1639,77235,1272541,1,4,10,17,31,42,2,52717711000,52717711,6.472353918,38.83412351,1475.694519,71920.47885,1171504.689
502,2012.07.14,6,31,1482,70160,1176131,6,22,28,32,34,40,26,54000640000,54000640,6.629863991,39.77918395,1511.606763,73670.72306,1200014.222
503,2012.07.21,7,42,1292,69822,1198882,1,5,27,30,34,36,40,53572205000,53572205,6.577263396,39.46358038,1499.613845,73086.22783,1190493.444
504,2012.07.28,9,29,1294,63257,1082365,6,14,22,26,43,44,31,51787037000,51787037,6.35809153,38.14854918,1449.642733,70650.80082,1150823.044
505,2012.08.04,6,38,1440,69758,1144014,7,20,22,25,38,40,44,49103223000,49103223,6.028589476,36.17153686,1374.516376,66989.39018,1091182.733
506,2012.08.11,3,33,1588,75289,1224774,6,9,11,22,24,30,31,52363311000,52363311,6.428842881,38.57305729,1465.774017,71436.98636,1163629.133
507,2012.08.18,9,29,1473,73411,1230314,12,13,32,33,40,41,4,53638773000,53638773,6.585436203,39.51261722,1501.477242,73177.04366,1191972.733
508,2012.08.25,8,31,1596,75460,1234049,5,27,31,34,35,43,37,54010391000,54010391,6.631061159,39.78636695,1511.879717,73684.02592,1200230.911
509,2012.09.01,5,34,1228,64934,1104261,12,25,29,35,42,43,24,53390358000,53390358,6.554937349,39.32962409,1494.523514,72838.14188,1186452.4
510,2012.09.08,5,25,1319,69724,1173715,12,29,32,33,39,40,42,53964992000,53964992,6.625487351,39.7529241,1510.60889,73622.09004,1199222.044
511,2012.09.15,6,37,1524,72310,1209004,3,7,14,23,26,42,24,53970308000,53970308,6.626140016,39.7568401,1510.757698,73629.34243,1199340.178
512,2012.09.22,13,52,1682,82439,1318396,4,5,9,13,26,27,1,54017801000,54017801,6.631970912,39.79182547,1512.08714,73694.13506,1200395.578
513,2012.09.29,3,54,1626,82270,1337355,5,8,21,23,27,33,12,58317548000,58317548,7.159867208,42.95920325,1632.447318,79560.09277,1295945.511
514,2012.10.06,3,36,1362,70323,1181166,1,15,20,26,35,42,9,54452404000,54452404,6.685328776,40.11197266,1524.252715,74287.04502,1210053.422
515,2012.10.13,1,35,1450,74773,1258039,2,11,12,15,23,37,8,55258935000,55258935,6.784349655,40.70609793,1546.829442,75387.36016,1227976.333
516,2012.10.20,11,32,1338,67233,1169955,2,8,23,41,43,44,30,56385762000,56385762,6.922694492,41.53616695,1578.372019,76924.6412,1253016.933
517,2012.10.27,5,40,1493,70854,1192872,1,9,12,28,36,41,10,54468223000,54468223,6.687270935,40.12362561,1524.695527,74308.62619,1210404.956
518,2012.11.03,6,34,1349,71110,1198970,14,23,30,32,34,38,6,55321566000,55321566,6.792039101,40.75223461,1548.582634,75472.80491,1229368.133
519,2012.11.10,7,32,1357,71405,1206248,6,8,13,16,30,43,3,55614206000,55614206,6.827967627,40.96780576,1556.774325,75872.04093,1235871.244
520,2012.11.17,6,37,1627,77196,1260891,4,22,27,28,38,40,1,55003797000,55003797,6.753025392,40.51815235,1539.687521,75039.28649,1222306.6
521,2012.11.24,8,53,1612,75589,1250016,3,7,18,29,32,36,19,56185373000,56185373,6.898091972,41.38855183,1572.762653,76651.25921,1248563.844
522,2012.12.01,6,39,1495,76078,1293961,4,5,13,14,37,41,11,57053378000,57053378,7.004660248,42.02796149,1597.060184,77835.44065,1267852.844
523,2012.12.08,7,43,1557,79706,1247454,1,4,37,38,40,45,7,53678449000,53678449,6.590307376,39.54184426,1502.587868,73231.1719,1192854.422
524,2012.12.15,4,36,1338,67866,1163075,10,11,29,38,41,45,21,55662103000,55662103,6.833848124,41.00308874,1558.115077,75937.38472,1236935.622
525,2012.12.22,9,41,1543,73791,1215973,11,23,26,29,39,44,22,55566007000,55566007,6.822050052,40.93230031,1555.42512,75806.28513,1234800.156
526,2012.12.29,9,49,1539,78325,1291054,7,14,17,20,35,39,31,56527807000,56527807,6.940133897,41.64080338,1582.348197,77118.42701,1256173.489
527,2013.01.05,13,29,1967,83212,1287504,1,12,22,32,33,42,38,56985634000,56985634,6.996343059,41.97805836,1595.163867,77743.02046,1266347.422
528,2013.01.12,11,86,1811,87443,1366616,5,17,25,31,39,40,10,57548541000,57548541,7.065453293,42.39271976,1610.920977,78510.96999,1278856.467
529,2013.01.19,8,33,1502,75069,1282443,18,20,24,27,31,42,39,57645779000,57645779,7.077391572,42.46434943,1613.642901,78643.62756,1281017.311
530,2013.01.26,11,40,1449,75595,1255300,16,23,27,29,33,41,22,56241083000,56241083,6.904931701,41.42959021,1574.322108,76727.26194,1249801.844
531,2013.02.02,9,42,1618,78757,1317489,1,5,9,21,27,35,45,57567064000,57567064,7.067727432,42.40636459,1611.43948,78536.24011,1279268.089
532,2013.02.09,7,26,1480,74186,1288672,16,17,23,24,29,44,3,61687384000,61687384,7.573594792,45.44156875,1726.777069,84157.41337,1370830.756
533,2013.02.16,8,44,1517,78509,1333013,9,14,15,17,31,33,23,59275357000,59275357,7.277461062,43.66476637,1659.258678,80866.7899,1317230.156
534,2013.02.23,1,55,1537,79943,1332446,10,24,26,29,37,38,32,59227462000,59227462,7.271580811,43.62948487,1657.917982,80801.44884,1316165.822
535,2013.03.02,3,31,1512,76742,1336486,11,12,14,15,18,39,34,60523884000,60523884,7.430747471,44.58448483,1694.207927,82570.10095,1344975.2
536,2013.03.09,11,40,1676,80139,1336621,7,8,18,32,37,43,12,59763469000,59763469,7.337388429,44.02433058,1672.922097,81532.69986,1328077.089
537,2013.03.16,7,35,1444,75265,1265143,12,23,26,30,36,43,11,59453323000,59453323,7.299310625,43.79586375,1664.240371,81109.58117,1321184.956
538,2013.03.23,3,48,1724,82529,1347630,6,10,18,31,32,34,11,59233373000,59233373,7.272306527,43.63383916,1658.083445,80809.51296,1316297.178
539,2013.03.30,9,42,1519,75592,1270479,3,19,22,31,42,43,26,59168870000,59168870,7.264387248,43.58632349,1656.277852,80721.51432,1314863.778
540,2013.04.06,7,26,1409,72629,1234194,3,12,13,15,34,36,14,56739658000,56739658,6.96614365,41.7968619,1588.278412,77407.44611,1260881.289
541,2013.04.13,11,40,1444,73911,1246235,8,13,26,28,32,34,43,57087047000,57087047,7.008793919,42.05276352,1598.002659,77881.37381,1268601.044
542,2013.04.20,6,26,1456,72242,1236252,5,6,19,26,41,45,34,56949161000,56949161,6.991865131,41.95119078,1594.142901,77693.26194,1265536.911
543,2013.04.27,12,47,1968,81520,1280433,13,18,26,31,34,44,12,56570245000,56570245,6.945344172,41.67206503,1583.536138,77176.32333,1257116.556
544,2013.05.04,13,47,1527,74263,1235509,5,17,21,25,36,44,10,56056189000,56056189,6.882231561,41.29338937,1569.146484,76475.0191,1245693.089
545,2013.05.11,11,42,1497,77301,1306657,4,24,25,27,34,35,2,55967171000,55967171,6.871302483,41.2278149,1566.654658,76353.57572,1243714.911
546,2013.05.18,30,55,3110,104469,1379107,8,17,20,27,37,43,6,56713166000,56713166,6.962891127,41.77734676,1587.536838,77371.30423,1260292.578
547,2013.05.25,5,54,1548,75527,1256984,6,7,15,22,34,39,28,57968466000,57968466,7.117009083,42.7020545,1622.67568,79083.85539,1288188.133
548,2013.06.01,8,46,1646,78057,1291286,1,12,13,21,32,45,14,57771827000,57771827,7.092866965,42.55720179,1617.171285,78815.58936,1283818.378
549,2013.06.08,8,35,1487,71700,1213077,29,31,35,38,40,44,17,56864611000,56864611,6.981484605,41.88890763,1591.776145,77577.91405,1263658.022
550,2013.06.15,11,58,2728,103421,1328508,1,7,14,20,34,37,41,56441770000,56441770,6.929570807,41.57742484,1579.939816,77001.05048,1254261.556
